Date,Open,High,Low,Close,Volume,Adj Close
2016-06-29,422.880005,430.079987,422.429993,430.079987,000,430.079987
2016-06-28,420.230011,421.640015,416.970001,417.51001,000,417.51001
2016-06-27,419.209991,422.769989,410.209991,411.619995,000,411.619995
2016-06-24,420.559998,432.589996,409.230011,424.200012,000,424.200012
2016-06-23,443.640015,453.299988,442.980011,449.859985,000,449.859985
2016-06-22,443.230011,444.51001,439.940002,441.25,000,441.25
2016-06-21,436.01001,442.029999,434.899994,440.390015,000,440.390015
2016-06-20,432.200012,437.920013,431.890015,436.50,000,436.50
2016-06-17,421.559998,423.790009,419.640015,421.769989,000,421.769989
2016-06-16,415.160004,419.399994,414.51001,418.51001,000,418.51001
2016-06-15,422.799988,424.200012,419.549988,419.549988,000,419.549988
2016-06-14,422.790009,424.470001,418.769989,419.079987,000,419.079987
2016-06-13,430.859985,432.299988,427.690002,428.200012,000,428.200012
2016-06-10,444.75,444.769989,435.630005,435.769989,000,435.769989
2016-06-09,449.309998,449.339996,444.600006,446.100006,000,446.100006
2016-06-08,450.100006,451.25,448.880005,450.149994,000,450.149994
2016-06-07,447.959991,452.179993,447.75,451.579987,000,451.579987
2016-06-06,445.179993,447.959991,445.179993,446.440002,000,446.440002
2016-06-03,449.529999,452.079987,443.130005,445.309998,000,445.309998
2016-06-02,447.390015,449.829987,446.440002,447.589996,000,447.589996
2016-06-01,447.140015,448.420013,444.140015,446.779999,000,446.779999
2016-05-31,452.420013,453.070007,447.309998,447.869995,000,447.869995
2016-05-30,451.720001,451.839996,449.350006,451.790009,000,451.790009
2016-05-27,448.309998,450.940002,448.130005,450.940002,000,450.940002
2016-05-26,446.600006,449.480011,446.600006,449.089996,000,449.089996
2016-05-25,445.209991,448.549988,444.079987,447.220001,000,447.220001
2016-05-24,431.709991,443.059998,430.540009,441.660004,000,441.660004
2016-05-23,434.170013,435.75,430.470001,432.570007,000,432.570007
2016-05-20,432.309998,434.519989,432.019989,434.359985,000,434.359985
2016-05-19,432.26001,432.26001,427.200012,428.269989,000,428.269989
2016-05-18,429.579987,434.529999,429.140015,434.459991,000,434.459991
2016-05-17,436.339996,438.329987,430.790009,432.299988,000,432.299988
2016-05-16,429.769989,434.25,428.279999,433.73999,000,433.73999
2016-05-13,428.350006,433.859985,426.950012,433.519989,000,433.519989
2016-05-12,432.01001,438.040009,430.359985,430.890015,000,430.890015
2016-05-11,435.429993,435.709991,431.359985,434.709991,000,434.709991
2016-05-10,434.829987,440.049988,433.890015,436.269989,000,436.269989
2016-05-09,434.190002,436.76001,430.890015,431.579987,000,431.579987
2016-05-06,428.98999,431.839996,425.779999,431.320007,000,431.320007
2016-05-05,430.470001,432.529999,428.98999,431.23999,000,431.23999
2016-05-04,433.470001,434.359985,428.320007,428.920013,000,428.920013
2016-05-03,439.890015,439.890015,431.059998,433.339996,000,433.339996
2016-05-02,441.029999,441.600006,438.910004,441.200012,000,441.200012
2016-04-29,446.070007,446.420013,439.269989,439.679993,000,439.679993
2016-04-28,445.559998,450.829987,442.130005,450.309998,000,450.309998
2016-04-27,445.290009,448.820007,445.290009,448.369995,000,448.369995
2016-04-26,449.029999,451.01001,446.470001,447.640015,000,447.640015
2016-04-25,450.76001,451.23999,445.609985,446.769989,000,446.769989
2016-04-22,452.709991,452.890015,449.619995,451.540009,000,451.540009
2016-04-21,456.940002,458.019989,451.290009,453.470001,000,453.470001
2016-04-20,455.480011,457.429993,454.149994,456.200012,000,456.200012
2016-04-19,452.290009,456.890015,452.040009,456.459991,000,456.459991
2016-04-18,444.769989,451.579987,444.119995,450.809998,000,450.809998
2016-04-15,449.880005,451.450012,448.890015,450.589996,000,450.589996
2016-04-14,449.899994,452.230011,448.769989,451.040009,000,451.040009
2016-04-13,444.130005,450.089996,444.130005,450.089996,000,450.089996
2016-04-12,438.100006,439.970001,434.049988,439.50,000,439.50
2016-04-11,433.73999,438.440002,430.820007,436.559998,000,436.559998
2016-04-08,430.390015,434.630005,430.390015,434.160004,000,434.160004
2016-04-07,432.200012,433.940002,427.959991,428.730011,000,428.730011
2016-04-06,429.98999,431.079987,427.769989,431.01001,000,431.01001
2016-04-05,430.279999,430.959991,426.75,428.850006,000,428.850006
2016-04-04,433.190002,439.950012,430.839996,436.079987,89296400,436.079987
2016-04-01,434.859985,434.910004,428.51001,434.480011,000,434.480011
2016-03-31,444.049988,444.049988,439.579987,440.109985,000,440.109985
2016-03-30,442.279999,448.820007,442.279999,446.23999,000,446.23999
2016-03-29,439.880005,442.820007,438.00,440.369995,000,440.369995
2016-03-24,439.950012,440.980011,435.850006,437.48999,000,437.48999
2016-03-23,443.459991,445.589996,440.940002,443.359985,000,443.359985
2016-03-22,441.890015,443.119995,437.049988,443.119995,000,443.119995
2016-03-21,441.769989,446.980011,441.059998,443.829987,000,443.829987
2016-03-18,445.76001,446.350006,442.049988,444.790009,000,444.790009
2016-03-17,447.25,447.350006,435.730011,444.059998,000,444.059998
2016-03-16,443.700012,445.390015,440.640015,443.829987,000,443.829987
2016-03-15,441.640015,443.190002,439.570007,442.00,000,442.00
2016-03-14,444.519989,447.029999,441.980011,444.079987,000,444.079987
2016-03-11,437.959991,442.98999,436.799988,441.75,000,441.75
2016-03-10,436.75,449.619995,430.179993,430.179993,000,430.179993
2016-03-09,433.660004,438.160004,433.070007,435.559998,000,435.559998
2016-03-08,433.359985,436.179993,429.880005,432.890015,000,432.890015
2016-03-07,437.019989,438.619995,433.040009,436.00,000,436.00
2016-03-04,436.309998,440.73999,434.890015,437.98999,000,437.98999
2016-03-03,437.880005,437.880005,431.980011,433.950012,000,433.950012
2016-03-02,439.600006,439.809998,432.339996,436.309998,000,436.309998
2016-03-01,426.790009,436.809998,425.829987,436.809998,000,436.809998
2016-02-29,419.390015,427.809998,418.059998,427.269989,000,427.269989
2016-02-26,420.399994,425.809998,419.640015,422.660004,000,422.660004
2016-02-25,413.890015,418.950012,411.609985,415.380005,000,415.380005
2016-02-24,414.859985,415.369995,405.600006,407.519989,000,407.519989
2016-02-23,417.769989,420.470001,415.420013,415.429993,000,415.429993
2016-02-22,416.529999,421.540009,416.529999,420.690002,000,420.690002
2016-02-19,413.769989,416.070007,408.799988,411.959991,000,411.959991
2016-02-18,416.410004,419.00,412.549988,413.790009,000,413.790009
2016-02-17,404.700012,414.75,403.980011,414.75,000,414.75
2016-02-16,407.200012,408.149994,401.149994,403.269989,000,403.269989
2016-02-15,400.869995,405.559998,399.440002,403.959991,000,403.959991
2016-02-12,387.540009,391.859985,385.23999,391.859985,000,391.859985
2016-02-11,390.630005,390.630005,378.529999,382.609985,000,382.609985
2016-02-10,395.170013,400.899994,391.059998,394.630005,000,394.630005
2016-02-09,401.519989,403.619995,388.640015,392.579987,000,392.579987
2016-02-08,415.829987,416.470001,398.570007,400.609985,000,400.609985
2016-02-05,417.25,420.450012,412.720001,413.940002,000,413.940002
2016-02-04,422.799988,424.529999,415.910004,417.940002,000,417.940002
2016-02-03,419.820007,422.700012,411.320007,416.209991,000,416.209991
2016-02-02,428.50,428.50,417.769989,420.649994,000,420.649994
2016-02-01,433.850006,433.850006,425.609985,429.679993,000,429.679993
2016-01-29,426.480011,431.279999,421.98999,431.279999,000,431.279999
2016-01-28,423.50,427.119995,416.920013,420.100006,000,420.100006
2016-01-27,421.390015,424.410004,416.98999,424.410004,000,424.410004
2016-01-26,411.619995,422.73999,410.01001,421.970001,000,421.970001
2016-01-25,422.559998,422.559998,415.660004,418.070007,000,418.070007
2016-01-22,414.589996,422.179993,412.880005,419.279999,000,419.279999
2016-01-21,397.519989,407.809998,396.359985,406.48999,000,406.48999
2016-01-20,399.100006,400.649994,392.440002,395.720001,000,395.720001
2016-01-19,410.049988,411.950012,406.269989,407.679993,000,407.679993
2016-01-18,402.309998,407.950012,398.709991,401.98999,000,401.98999
2016-01-15,411.399994,414.200012,399.880005,403.570007,000,403.570007
2016-01-14,413.630005,416.769989,404.579987,413.380005,000,413.380005
2016-01-13,421.019989,425.910004,416.290009,418.049988,000,418.049988
2016-01-12,411.299988,420.839996,410.089996,416.410004,000,416.410004
2016-01-11,410.709991,415.869995,409.079987,411.309998,000,411.309998
2016-01-08,421.220001,423.059998,410.820007,410.820007,000,410.820007
2016-01-07,417.339996,423.290009,411.970001,420.76001,000,420.76001
2016-01-06,433.649994,433.950012,424.640015,428.76001,000,428.76001
2016-01-05,436.140015,436.720001,428.690002,435.00,000,435.00
2016-01-04,436.970001,436.970001,427.220001,431.700012,000,431.700012
2015-12-31,445.890015,446.480011,441.100006,441.820007,000,441.820007
2015-12-30,446.50,448.850006,445.299988,446.190002,000,446.190002
2015-12-29,443.160004,447.700012,443.160004,447.700012,000,447.700012
2015-12-28,445.049988,445.570007,439.329987,440.48999,000,440.48999
2015-12-24,443.649994,444.119995,442.320007,444.119995,000,444.119995
2015-12-23,435.829987,445.179993,435.790009,443.720001,000,443.720001
2015-12-22,432.119995,432.880005,425.549988,430.970001,000,430.970001
2015-12-21,433.220001,438.440002,428.480011,428.480011,000,428.480011
2015-12-18,434.790009,437.299988,431.579987,434.149994,000,434.149994
2015-12-17,442.690002,444.670013,438.059998,438.970001,000,438.970001
2015-12-16,434.73999,436.920013,431.329987,433.829987,000,433.829987
2015-12-15,423.799988,434.399994,423.380005,433.630005,000,433.630005
2015-12-14,430.920013,433.899994,419.790009,420.660004,000,420.660004
2015-12-11,436.899994,436.899994,426.600006,429.100006,000,429.100006
2015-12-10,439.420013,441.160004,436.059998,437.839996,000,437.839996
2015-12-09,442.920013,445.019989,437.779999,440.850006,000,440.850006
2015-12-08,447.440002,448.190002,439.119995,441.609985,000,441.609985
2015-12-07,450.380005,454.220001,447.470001,448.459991,000,448.459991
2015-12-04,448.600006,449.429993,443.700012,446.929993,000,446.929993
2015-12-03,466.640015,471.660004,449.920013,449.920013,000,449.920013
2015-12-02,468.429993,470.109985,466.480011,467.059998,000,467.059998
2015-12-01,471.220001,471.959991,465.350006,467.320007,000,467.320007
2015-11-30,470.920013,473.230011,469.230011,469.519989,000,469.519989
2015-11-27,470.339996,474.869995,469.160004,472.170013,000,472.170013
2015-11-26,468.320007,472.48999,467.609985,472.23999,000,472.23999
2015-11-25,462.420013,469.440002,461.079987,468.070007,000,468.070007
2015-11-24,463.76001,463.76001,455.320007,461.290009,000,461.290009
2015-11-23,467.959991,467.959991,463.48999,466.179993,000,466.179993
2015-11-20,470.910004,470.959991,466.339996,468.690002,000,468.690002
2015-11-19,470.119995,472.540009,468.369995,469.00,000,469.00
2015-11-18,464.089996,466.429993,462.950012,465.929993,000,465.929993
2015-11-17,459.660004,466.829987,458.690002,466.540009,000,466.540009
2015-11-16,448.359985,455.839996,448.359985,454.290009,000,454.290009
2015-11-13,457.600006,459.160004,449.609985,453.549988,000,453.549988
2015-11-12,466.959991,470.149994,459.23999,459.850006,000,459.850006
2015-11-11,466.429993,472.070007,466.410004,469.200012,000,469.200012
2015-11-10,467.130005,467.829987,461.130005,465.200012,000,465.200012
2015-11-09,470.899994,471.98999,464.609985,465.01001,000,465.01001
2015-11-06,466.540009,472.48999,465.049988,469.829987,000,469.829987
2015-11-05,470.01001,471.309998,465.579987,466.600006,000,466.600006
2015-11-04,469.779999,473.029999,468.559998,468.839996,000,468.839996
2015-11-03,465.589996,466.850006,464.079987,466.850006,000,466.850006
2015-11-02,457.839996,465.570007,457.839996,464.579987,000,464.579987
2015-10-30,464.170013,464.959991,458.269989,462.119995,000,462.119995
2015-10-29,463.809998,464.769989,460.26001,462.98999,000,462.98999
2015-10-28,459.51001,464.290009,458.730011,463.209991,000,463.209991
2015-10-27,462.589996,463.799988,458.429993,458.429993,000,458.429993
2015-10-26,463.48999,466.149994,461.559998,462.869995,000,462.869995
2015-10-23,461.899994,468.640015,460.929993,465.049988,000,465.049988
2015-10-22,448.170013,459.109985,447.429993,457.970001,000,457.970001
2015-10-21,448.76001,451.429993,444.839996,449.779999,000,449.779999
2015-10-20,449.089996,449.799988,444.98999,447.269989,000,447.269989
2015-10-19,447.380005,452.220001,447.329987,449.309998,000,449.309998
2015-10-16,446.809998,448.339996,445.48999,447.859985,000,447.859985
2015-10-15,440.309998,445.029999,439.079987,443.700012,000,443.700012
2015-10-14,433.570007,438.23999,431.230011,434.320007,000,434.320007
2015-10-13,438.98999,439.190002,433.089996,438.25,000,438.25
2015-10-12,442.570007,443.359985,438.609985,440.049988,000,440.049988
2015-10-09,446.540009,446.820007,440.309998,441.649994,000,441.649994
2015-10-08,440.390015,442.179993,438.769989,442.079987,000,442.079987
2015-10-07,443.309998,446.470001,439.350006,440.589996,000,440.589996
2015-10-06,437.570007,443.26001,434.429993,440.720001,000,440.720001
2015-10-05,430.48999,438.029999,428.980011,436.899994,000,436.899994
2015-10-02,423.179993,428.970001,415.519989,422.579987,000,422.579987
2015-10-01,426.769989,428.109985,416.829987,418.829987,000,418.829987
2015-09-30,419.640015,422.959991,418.25,421.140015,000,421.140015
2015-09-29,406.480011,414.959991,405.01001,412.109985,000,412.109985
2015-09-28,421.220001,422.98999,411.279999,412.320007,000,412.320007
2015-09-25,416.820007,425.040009,415.98999,422.799988,000,422.799988
2015-09-24,418.75,420.779999,406.640015,409.859985,000,409.859985
2015-09-23,419.51001,425.390015,417.480011,419.119995,000,419.119995
2015-09-22,432.730011,432.869995,419.299988,419.980011,000,419.980011
2015-09-21,426.679993,435.130005,426.679993,432.799988,000,432.799988
2015-09-18,434.980011,434.980011,422.890015,427.320007,000,427.320007
2015-09-17,440.660004,441.570007,436.660004,437.630005,000,437.630005
2015-09-16,435.829987,439.109985,435.220001,438.50,000,438.50
2015-09-15,428.73999,434.25,425.269989,432.149994,000,432.149994
2015-09-14,430.790009,435.549988,426.679993,427.880005,000,427.880005
2015-09-11,437.839996,437.839996,429.679993,430.230011,000,430.230011
2015-09-10,439.799988,443.190002,433.75,436.209991,000,436.209991
2015-09-09,449.48999,451.410004,443.899994,444.26001,000,444.26001
2015-09-08,438.079987,445.350006,437.600006,439.480011,000,439.480011
2015-09-07,437.170013,439.339996,434.320007,435.50,000,435.50
